region,subregion,country,city,stationId,pm10Mean,pm10Year,pm10Converted,pm10ConvertedNote,pm10ConvertedAlert,pm2.5Mean,pm2.5Year,pm2.5Converted,pm2.5ConvertedNote,pm2.5ConvertedAlert,temporalCoverage,dataCoverageAlert
European Region,EurB,Poland,Jelenia Gora,1071,49,2011,,,,35,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Kalisz,1072,34,2011,,,,33,2011,,,,>75%,
European Region,EurB,Poland,Katowice,1073,50,2011,,,,31,2011,,,,>75%,
European Region,EurB,Poland,Kielce,1074,42,2011,,,,35,2011,,,,>75%,
European Region,EurB,Poland,Koszalin,1075,26,2011,,,,13,2011,,,,>75%,
European Region,EurB,Poland,Krakow,1076,59,2011,,,,40,2011,,,,>75%,
European Region,EurB,Poland,Legnica,1077,42,2011,,,,30,2011,,,,>75%,
European Region,EurB,Poland,Leszno,1078,26,2011,,,,19,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Lodz,1079,40,2011,,,,25,2011,,,,>75%,
European Region,EurB,Poland,Lomza,1080,34,2011,,,,33,2011,,,,>75%,
European Region,EurB,Poland,Lublin,1081,32,2011,,,,23,2011,,,,>75%,
European Region,EurB,Poland,Nowy Sacz,1082,55,2011,,,,40,2011,,,,>75%,
European Region,EurB,Poland,Olsztyn,1083,28,2011,,,,20,2011,,,,>75%,
European Region,EurB,Poland,Opole,1084,39,2011,,,,25,2011,,,,>75%,
European Region,EurB,Poland,Ostrow Wielkopolski,1085,39,2011,,,,28,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Pabianice,1086,56,2010,,,,40,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Pila,1087,33,2011,,,,23,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Piotrkow Trybunalski,1088,44,2011,,,,37,2011,,,,>75%,
European Region,EurB,Poland,Plock,1089,35,2011,,,,25,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Poznan,1090,39,2011,,,,27,2011,,,,>75%,
European Region,EurB,Poland,Przemysl,1091,45,2011,,,,37,2011,,,,>75%,
European Region,EurB,Poland,Radom,1092,39,2011,,,,26,2011,,,,>75%,
European Region,EurB,Poland,Rybnik,1093,59,2011,,,,42,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Rzeszow,1094,42,2011,,,,30,2011,,,,>75%,
European Region,EurB,Poland,Slupsk,1095,27,2011,,,,19,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Sosnowiec,1096,60,2011,,,,43,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Suwalki,1097,21,2011,,,,15,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Swidnica,1098,39,2011,,,,28,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Szczecin,1099,28,2011,,,,16,2011,,,,>75%,
European Region,EurB,Poland,Tarnow,1100,41,2011,,,,31,2011,,,,>75%,
European Region,EurB,Poland,Tczew,1101,22,2011,,,,15,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Torun,1102,35,2010,,,,23,2011,,,,>75%,
European Region,EurB,Poland,Tychy,1103,48,2011,,,,34,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Walbrzych,1104,NA,NA,,,,22,2011,,,,,
European Region,EurB,Poland,Warszawa,1105,35,2011,,,,26,2011,,,,>75%,
European Region,EurB,Poland,Wloclawek,1106,24,2010,,,,19,2011,,,,>75%,
European Region,EurB,Poland,Wroclaw,1107,48,2010,,,,28,2011,,,,>75%,
European Region,EurB,Poland,Zabrze,1108,56,2011,,,,40,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Poland,Zamosc,1109,36,2011,,,,26,2011,,,,>75%,
European Region,EurB,Poland,Zgierz,1110,38,2011,,,,30,2011,,,,>75%,
European Region,EurB,Poland,Zielona Gora,1111,23,2011,,,,20,2011,,,,>75%,
European Region,EurB,Poland,Zory,1112,43,2011,,,,33,2011,,,,>75%,
European Region,EurA,Portugal,Almada,1113,26,2011,,,,12,2011,,,,>75%,
European Region,EurA,Portugal,Amadora,1114,21,2011,,,,9,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Barreiro,1115,25,2011,,,,11,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Braga,1116,20,2011,,,,9,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Faro,1117,22,2011,,,,10,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Funchal,1118,29,2010,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Lisboa,1119,28,2011,,,,14,2011,,,,>75%,
European Region,EurA,Portugal,Matosinhos,1120,30,2011,,,,13,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Paredes,1121,34,2011,,,,14,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Porto,1122,31,2011,,,,7,2011,,,,>75%,
European Region,EurA,Portugal,Seixal,1123,39,2011,,,,17,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Setubal,1124,26,2011,,,,11,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Valongo,1125,33,2011,,,,14,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Vila Franca de Xira,1126,20,2011,,,,8,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Portugal,Vila Nova de Gaia,1127,26,2011,,,,11,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurC,Russian Federation,Moscow,1128,33,2009,,,,22,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",97,
European Region,EurB,Slovakia,Banska Bystrica,1129,NA,NA,,,,22,2011,,,,,
European Region,EurB,Slovakia,Bratislava,1130,31,2011,,,,23,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurB,Slovakia,Kosice,1131,34,2011,,,,26,2011,,,,>75%,
European Region,EurB,Slovakia,Nitra,1132,38,2011,,,,24,2011,,,,>75%,
European Region,EurB,Slovakia,Trencin,1133,40,2011,,,,29,2011,,,,>75%,
European Region,EurB,Slovakia,zilina,1134,39,2011,,,,32,2011,,,,>75%,
European Region,EurA,Slovenia,Ljubljana,1135,31,2011,,,,25,2011,,,,>75%,
European Region,EurA,Slovenia,Maribor,1136,NA,NA,,,,23,2011,,,,,
European Region,EurA,Spain,Albacete,1137,31,2011,,,,11,2011,,,,>75%,
European Region,EurA,Spain,Alcorcon,1138,24,2011,,,,12,2011,,,,>75%,
European Region,EurA,Spain,Alicante,1139,NA,NA,,,,11,2011,,,,,
European Region,EurA,Spain,Arrecife,1140,24,2011,,,,6,2011,,,,>75%,
European Region,EurA,Spain,Badajoz,1141,16,2011,,,,9,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Barcelona,1142,25,2011,,,,16,2011,,,,>75%,
European Region,EurA,Spain,Benidorm,1143,10,2011,,,,9,2011,,,,>75%,
European Region,EurA,Spain,Bilbao,1144,31,2010,,,,13,2011,,,,>75%,
European Region,EurA,Spain,Burgos,1145,25,2011,,,,14,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Caceres,1146,14,2011,,,,8,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Cartagena,1147,26,2011,,,,14,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Castellon de la Plana,1148,NA,NA,,,,13,2011,,,,,
European Region,EurA,Spain,Ciudad Real,1149,19,2011,,,,11,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Cordoba,1150,24,2011,,,,13,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Elche,1151,22,2011,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Elda,1152,15,2011,,,,11,2011,,,,>75%,
European Region,EurA,Spain,Ferrol,1153,22,2011,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Gijon,1154,27,2011,,,,12,2011,,,,>75%,
European Region,EurA,Spain,Granada,1155,29,2011,,,,16,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Guadalajara,1156,22,2011,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Jaen,1157,29,2010,,,,16,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Jerez de la Frontera,1158,25,2011,,,,14,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Las Palmas,1159,22,2011,,,,6,2011,,,,>75%,
European Region,EurA,Spain,"Linea de la Concepcion, La",1160,33,2011,,,,18,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Logrono,1161,21,2013,,,,9,2013,,,,>75%,
European Region,EurA,Spain,Madrid,1162,22,2011,,,,11,2011,,,,>75%,
European Region,EurA,Spain,Majadahonda,1163,21,2011,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Malaga,1164,32,2010,,,,17,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Marbella,1165,13,2011,,,,7,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Mataro,1166,24,2011,,,,14,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Mostoles,1167,22,2011,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Oviedo,1168,23,2011,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Palma de Mallorca,1169,14,2011,,,,8,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Pamplona,1170,23,2011,,,,14,2011,,,,>75%,
European Region,EurA,Spain,Salamanca,1171,21,2011,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,San Fernando,1172,22,2010,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,San Sebastian,1173,19,2011,,,,10,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Santander,1174,24,2011,,,,13,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Santiago de Compostela,1175,15,2011,,,,8,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Sevilla,1176,29,2011,,,,16,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Talavera de la Reina,1177,22,2011,,,,12,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Spain,Telde,1178,21,2011,,,,8,2011,,,,>75%,
European Region,EurA,Spain,Toledo,1179,22,2011,,,,17,2011,,,,>75%,
European Region,EurA,Spain,Torrejon de Ardoz,1180,28,2011,,,,13,2011,,,,>75%,
European Region,EurA,Spain,Valencia,1181,20,2011,,,,14,2011,,,,>75%,
European Region,EurA,Spain,Zaragoza,1182,22,2011,,,,12,2011,,,,>75%,
European Region,EurA,Sweden,Guteborg,1183,18,2011,,,,10,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Sweden,Lund,1184,15,2011,,,,8,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Sweden,Malmo,1185,21,2011,,,,16,2011,,,,>75%,
European Region,EurA,Sweden,Stockholm,1186,15,2011,,,,7,2011,,,,>75%,
European Region,EurA,Sweden,Umea,1187,NA,NA,,,,5,2011,,,,,
European Region,EurA,Switzerland,Basel,1188,22,2011,,,,15,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Switzerland,Geneve,1189,27,2011,,,,18,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Switzerland,Lugano,1190,23,2011,,,,16,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Switzerland,Luzern,1191,24,2010,,,,16,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Switzerland,Winterthur,1192,20,2010,,,,13,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,Switzerland,Zurich,1193,20,2011,,,,14,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,United Kingdom,Aberdeen,1194,14,2011,,,,8,2011,,,,>75%,
European Region,EurA,United Kingdom,Belfast,1195,NA,NA,,,,14,2011,,,,,
European Region,EurA,United Kingdom,Birmingham,1196,23,2011,,,,16,2011,,,,>75%,
European Region,EurA,United Kingdom,Bournemouth,1197,NA,NA,,,,9,2011,,,,,
European Region,EurA,United Kingdom,Brighton and Hove,1198,NA,NA,,,,12,2011,,,,,
European Region,EurA,United Kingdom,Bristol,1199,20,2010,,,,15,2011,,,,>75%,
European Region,EurA,United Kingdom,Chesterfield,1200,22,2011,,,,14,2011,,,,>75%,
European Region,EurA,United Kingdom,Derry,1201,19,2011,,,,13,NA,Yes,4,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",>75%,
European Region,EurA,United Kingdom,Eastbourne,1202,NA,NA,,,,16,2011,,,,,
European Region,EurA,United Kingdom,Edinburgh,1203,15,2011,,,,12,2011,,,,>75%,
European Region,EurA,United Kingdom,Glasgow,1204,17,2011,,,,10,2011,,,,>75%,
